Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Are all reviews_per_month values greater than 5?,"For all entries in the dataset, is the value of reviews_per_month greater than 5?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
reviews_greater_than_five = dataset[""reviews_per_month""] > 5
all_greater = reviews_greater_than_five.all()

return all_greater
",bool,False,False
Are there any listings without a specified room type?,Are there any entries in the dataset where the room type is missing or unspecified?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
missing_room_type = dataset[dataset['room_type'].isnull() | (dataset['room_type'] == 'Missing')]
has_missing = len(missing_room_type) > 0

return has_missing
",bool,False,False
How many unique neighbourhoods are there in the dataset?,What is the number of distinct values present in the neighbourhood_cleansed column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
distinct_neighbourhoods = dataset[""neighbourhood_cleansed""].nunique()

return distinct_neighbourhoods
",int64,33,563
How many listings don't have a valid price?,How many listings have a missing or invalid value in the price column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
missing_prices = dataset[dataset['price'].isna() | (dataset['price'] == '')]
count = len(missing_prices)

return count
",int64,75241,0
How many properties have received the worst possible (0-5) review score for communication?,What is the count of properties where the review score for communication is equal to 0?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
communication_score_zero = dataset[dataset[""review_scores_communication""] == 0]
count = len(communication_score_zero)

return count
",int64,6,6
What is the maximum number of bedrooms a property has in this dataset?,What is the highest value present in the bedrooms column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
highest_bedrooms = dataset[""bedrooms""].max()

return highest_bedrooms
",float64,22.0,22.0
Which neighbourhood has the most listings?,What is the value of neighbourhood_cleansed that appears most frequently in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
neighborhood_counts = dataset['neighbourhood_cleansed'].value_counts()
most_frequent_neighbourhood = neighborhood_counts.index[0]

return most_frequent_neighbourhood
",string,Westminster,Westminster
What is the most common room type in the listings?,What is the value of room_type that appears most frequently in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
room_type_counts = dataset['room_type'].value_counts()
most_frequent_room_type = room_type_counts.idxmax()

return most_frequent_room_type
",string,Entire home/apt,Entire home/apt
What property type has the most listings?,Which unique value appears most frequently in the property_type column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
value_counts = dataset['property_type'].value_counts()
most_frequent_value = value_counts.idxmax()

return most_frequent_value
",string,Entire rental unit,Entire rental unit
Which host verification method is the least used?,,,,,photographer
List the top 3 neighbourhoods with the most listings.,"Retrieve the names of the top 3 neighbourhoods based on the count of listings, sorted in descending order.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
neighbourhood_counts = dataset['neighbourhood'].value_counts().nlargest(3)
top_neighbourhoods = neighbourhood_counts.index.tolist()

return top_neighbourhoods
",list of string,"['Greater London, England, United Kingdom', 'London, United Kingdom', 'London, England, United Kingdom']","['Westminster', 'Tower Hamlets', 'Hackney']"
Which are the top 4 most common property types?,What are the four most frequent values present in the property_type column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
property_type_counts = dataset['property_type'].value_counts()
most_frequent_types = property_type_counts.head(4).index.tolist()

return most_frequent_types
",list of string,"['Entire rental unit', 'Private room in rental unit', 'Private room in home', 'Entire condo']","['Entire rental unit', 'Private room in rental unit', 'Private room in home', 'Entire condo']"
List the 2 most common host verification methods.,,,,ERROR,"['phone', 'email']"
Which are the 2 most preferred room types?,What are the two most frequent values present in the room_type column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
room_type_counts = dataset['room_type'].value_counts()
most_frequent_two = room_type_counts.head(2).index.tolist()

return most_frequent_two
",list of string,"['Entire home/apt', 'Private room']","['Entire home/apt', 'Private room']"
What are the top 3 highest review scores for location?,Retrieve the top 3 highest values from the review_scores_location column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_3_locations = dataset.sort_values(by=""review_scores_location"", ascending=False).head(3)[""review_scores_location""].tolist()

return top_3_locations
",list of (float64),"[5.0, 5.0, 5.0]","[5.0, 5.0, 5.0]"
What are the 4 most common number of bedrooms in properties?,What are the four most frequent values present in the bedrooms column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
bedroom_counts = dataset['bedrooms'].value_counts().nlargest(4)
answer = bedroom_counts.index.tolist()

return answer
",list of (int64),"[1.0, 2.0, 3.0, 4.0]","[1.0, 2.0, 3.0, 4.0]"
What are the 5 highest counts of listings by a single host for entire homes?,Retrieve the top 5 highest values from the calculated_host_listings_count_entire_homes column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_5_values = dataset.nlargest(5, 'calculated_host_listings_count_entire_homes')['calculated_host_listings_count_entire_homes'].tolist()

return top_5_values
",list of (uint16),"[288, 288, 288, 288, 288]","[288, 288, 288, 288, 288]"
List the 6 lowest review scores for communication.,Retrieve the six smallest values from the review scores related to communication.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
communication_scores = dataset[""review_scores_communication""].tolist()
sorted_scores = sorted(communication_scores)
smallest_six = sorted_scores[:6]

return smallest_six
",list of (float64),"[4.33, 4.67, 4.83, nan, nan, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are there players who have a greater overall score than their potential score?,,,,ERROR,False
Are there any players who joined their current club before they were 18 years old?,,,,ERROR,True
Are there any players whose preferred foot is left and are from a nationality that starts with 'B'?,,,,ERROR,True
Are there any players who are taller than 6 feet and have an agility score above 90?,,,,ERROR,False
What is the average overall score of players from France?,,,,ERROR,67.861432
How many unique clubs are there in the dataset?,,,,ERROR,683
What is the highest value (in €) of a player in the dataset?,,,,ERROR,105500000
How many players have the position 'ST'?,,,,ERROR,414
What is the most common nationality in the dataset?,,,,ERROR,England
What is the most common preferred foot amongst players?,,,,ERROR,Right
Which club has the most players in the dataset?,,,,ERROR,Crystal Palace
What is the most common position of players in the dataset?,,,,ERROR,SUB
Which are the top 5 nationalities in terms of the average overall score of their players?,,,,ERROR,"['Tanzania', 'Syria', 'Mozambique', 'Chad', 'Central African Rep.']"
Which are the top 3 clubs in terms of the total value (in €) of their players?,,,,ERROR,"['Liverpool', 'Manchester City', 'Real Madrid']"
Which are the bottom 4 nationalities in terms of the average agility of their players?,,,,ERROR,"['Macau', 'Andorra', 'Moldova', 'Liechtenstein']"
Which are the top 6 clubs in terms of the average potential score of their players?,,,,ERROR,"['FC Bayern München', 'Real Madrid', 'FC Barcelona', 'Paris Saint-Germain', 'Juventus', 'Manchester City']"
What are the top 3 overall scores in the dataset?,,,,ERROR,"[93, 92, 91]"
What are the bottom 5 potential scores in the dataset?,,,,ERROR,"[48, 48, 49, 50, 50]"
What are the top 4 values (in €) of players in the dataset?,,,,ERROR,"[105500000, 90000000, 87000000, 80000000]"
What are the top 2 wages (in €) of players in the dataset?,,,,ERROR,"[560000, 370000]"
There are no tornadoes that resulted in more than 500 injuries.,Is there any tornado record in the dataset where the number of injuries is greater than 500?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
injuries_greater_than_500 = db[db[""inj""] > 500]
if len(injuries_greater_than_500) > 0:
return True
else:
return False
",bool,True,True
All tornadoes in the dataset occurred in the 21st century.,Is the year of every tornado entry greater than or equal to 2001 and less than or equal to 2099?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
years = dataset['yr']
is_within_range = (years >= 2001) & (years <= 2099)

return is_within_range.all()
",bool,False,False
No tornado has a length greater than 100 miles.,Is there any tornado in the dataset with a length greater than 100?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
tornados_longer_than_100 = db[db[""len""] > 100]
exists = not tornados_longer_than_100.empty

return exists
",bool,True,True
There are no tornadoes that resulted in more than 100 fatalities.,Is there any tornado entry where the fat column value is greater than 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
fat_greater_than_100 = dataset[dataset[""fat""] > 100]
exists = len(fat_greater_than_100) > 0

return exists
",bool,True,True
How many unique states are represented in the dataset?,What is the number of distinct values present in the st column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
distinct_values = db['st'].nunique()

return distinct_values
",int64,53,53
