Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
State the 3 lowest unique complaint keys.,What are the three least frequent unique complaint keys?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extracting the relevant column for counting frequencies
    complaint_keys = dataset['unique_key']
    
    # Counting the frequency of each unique key
    frequency_counts = complaint_keys.value_counts().reset_index()
    frequency_counts.columns = ['unique_key', 'frequency']
    
    # Sorting by frequency in ascending order and selecting the top three least frequent keys
    least_frequent_keys = frequency_counts.nsmallest(3, 'frequency')['unique_key'].tolist()
    
    return least_frequent_keys
",list of (type),"[47755664, 52228259, 54432788]","[15628852, 15634748, 15634996]"
Which 2 hours see the least complaints?,,,,ERROR,"[6, 2]"
List the 6 highest complaint numbers from the dataset.,,,,ERROR,"[54954250, 54954040, 54952675, 54950924, 54950765, 54950581]"
Are all properties in the dataset located in the same neighbourhood?,Does the dataset contain properties that are all located in a single neighbourhood?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if all property entries belong to the same neighborhood
    unique_neighbourhoods = dataset['neighbourhood_cleansed'].nunique()
    
    is_all_in_single_neighbourhood = (unique_neighbourhoods == 1)
    
    return is_all_in_single_neighbourhood
",bool,FALSE,FALSE
Do all hosts verify their identity?,Are all hosts confirmed by their identity verification?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if all hosts have 'host_identity_verified' set to True
    all_verified = dataset[""host_identity_verified""].eq(""t"").all()
    
    return all_verified
",bool,FALSE,FALSE
Are all reviews_per_month values greater than 5?,Are there no reviews_per_month values less than or equal to 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    reviews_per_month = dataset['reviews_per_month']
    result = not (reviews_per_month <= 5).any()
    
    return result
",bool,FALSE,FALSE
Are there any listings without a specified room type?,,,,ERROR,FALSE
How many unique neighbourhoods are there in the dataset?,,,,ERROR,563
How many listings don't have a valid price?,,,,ERROR,0
How many properties have received the worst possible (0-5) review score for communication?,,,,ERROR,6
What is the maximum number of bedrooms a property has in this dataset?,What is the highest value recorded for the number of bedrooms in this dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_bedrooms = dataset[""bedrooms""].max()
    return max_bedrooms
",float64,22,22
Which neighbourhood has the most listings?,,,,ERROR,Westminster
What is the most common room type in the listings?,,,,ERROR,Entire home/apt
What property type has the most listings?,,,,ERROR,Entire rental unit
Which host verification method is the least used?,,,,ERROR,photographer
List the top 3 neighbourhoods with the most listings.,Can you provide a list of the top 3 neighbourhoods that have the highest number of listings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Group by 'neighbourhood_cleansed' and count the number of listings for each neighbourhood
    neighborhood_counts = dataset.groupby('neighbourhood_cleansed').size().reset_index(name='counts')
    
    # Sort the neighborhoods based on the counts in descending order
    sorted_neighborhoods = neighborhood_counts.sort_values(by='counts', ascending=False)
    
    # Select top 3 neighborhoods
    top_3_neighborhoods = sorted_neighborhoods.head(3)['neighbourhood_cleansed'].tolist()
    
    return top_3_neighborhoods
",list of category,"['Westminster', 'Tower Hamlets', 'Hackney']","['Westminster', 'Tower Hamlets', 'Hackney']"
Which are the top 4 most common property types?,What are the four most frequent types of properties listed in the London dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    property_types = dataset['property_type'].value_counts().index[:4]
    return list(property_types)
",list of string,"['Entire rental unit', 'Private room in rental unit', 'Private room in home', 'Entire condo']","['Entire rental unit', 'Private room in rental unit', 'Private room in home', 'Entire condo']"
List the 2 most common host verification methods.,,,,ERROR,"['phone', 'email']"
Which are the 2 most preferred room types?,What are the two most common room types offered in the listings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'room_type' column from the dataset
    room_types = dataset['room_type']
    
    # Get the value counts of each room type
    room_type_counts = room_types.value_counts().index.tolist()
    
    # Return the top two most common room types
    return room_type_counts[:2]
",list of string,"['Entire home/apt', 'Private room']","['Entire home/apt', 'Private room']"
What are the top 3 highest review scores for location?,,,,ERROR,"[5.0, 5.0, 5.0]"
What are the 4 most common number of bedrooms in properties?,Which are the most frequent numbers of bedrooms found in properties?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract bedroom information
    bedrooms = dataset['bedrooms'].dropna().astype(int)
    
    # Get the most frequent values
    most_frequent_bedrooms = bedrooms.value_counts().index.tolist()
    
    return most_frequent_bedrooms
",list of int64,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 10, 22, 11, 16]","[1.0, 2.0, 3.0, 4.0]"
What are the 5 highest counts of listings by a single host for entire homes?,,,,ERROR,"[288, 288, 288, 288, 288]"
List the 6 lowest review scores for communication.,,,,ERROR,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are there players who have a greater overall score than their potential score?,,,,ERROR,FALSE
Are there any players who joined their current club before they were 18 years old?,,,,ERROR,TRUE
Are there any players whose preferred foot is left and are from a nationality that starts with 'B'?,,,,ERROR,TRUE
Are there any players who are taller than 6 feet and have an agility score above 90?,,,,ERROR,FALSE
What is the average overall score of players from France?,,,,ERROR,67.861432
How many unique clubs are there in the dataset?,,,,ERROR,683
What is the highest value (in â‚¬) of a player in the dataset?,,,,ERROR,105500000
How many players have the position 'ST'?,,,,ERROR,414
What is the most common nationality in the dataset?,,,,ERROR,England
What is the most common preferred foot amongst players?,,,,ERROR,Right
Which club has the most players in the dataset?,,,,ERROR,Crystal Palace
What is the most common position of players in the dataset?,,,,ERROR,SUB
Which are the top 5 nationalities in terms of the average overall score of their players?,,,,ERROR,"['Tanzania', 'Syria', 'Mozambique', 'Chad', 'Central African Rep.']"
Which are the top 3 clubs in terms of the total value (in â‚¬) of their players?,,,,ERROR,"['Liverpool', 'Manchester City', 'Real Madrid']"
Which are the bottom 4 nationalities in terms of the average agility of their players?,,,,ERROR,"['Macau', 'Andorra', 'Moldova', 'Liechtenstein']"
Which are the top 6 clubs in terms of the average potential score of their players?,,,,ERROR,"['FC Bayern MÃ¼nchen', 'Real Madrid', 'FC Barcelona', 'Paris Saint-Germain', 'Juventus', 'Manchester City']"
What are the top 3 overall scores in the dataset?,,,,ERROR,"[93, 92, 91]"
What are the bottom 5 potential scores in the dataset?,,,,ERROR,"[48, 48, 49, 50, 50]"
What are the top 4 values (in â‚¬) of players in the dataset?,,,,ERROR,"[105500000, 90000000, 87000000, 80000000]"
What are the top 2 wages (in â‚¬) of players in the dataset?,,,,ERROR,"[560000, 370000]"
There are no tornadoes that resulted in more than 500 injuries.,Did any tornado event cause more than 500 injuries?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    did_any_tornado_exceed_injuries = (dataset['inj'] > 500).any()
    
    return did_any_tornado_exceed_injuries
",bool,TRUE,TRUE
All tornadoes in the dataset occurred in the 21st century.,Did all the recorded tornadoes in the dataset occur within the 21st century?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'date' column from the dataset
    dates = dataset['date']
    
    # Convert the dates to year values
    years = dates.dt.year
    
    # Check if all tornadoes occurred within the 21st century (years >= 2001)
    is_21st_century = years >= 2001
    
    # Use all() to check if all elements in the series are True
    result = is_21st_century.all()
    
    return result
",bool,FALSE,FALSE
No tornado has a length greater than 100 miles.,Are there no tornado records with a length exceeding 100 miles?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if there are any records with length exceeding 100 miles
    excessive_length_records = dataset[dataset[""len""] > 100]
    
    # Return True if no such records exist, otherwise False
    return len(excessive_length_records) == 0
",bool,FALSE,TRUE
There are no tornadoes that resulted in more than 100 fatalities.,Did any tornado result in more than 100 fatalities?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if there are any tornadoes that resulted in more than 100 fatalities
    did_any_tornado_result_in_more_than_100_fatalties = dataset.loc[dataset[""fat""] > 100].empty == False
    
    return did_any_tornado_result_in_more_than_100_fatalties
",bool,TRUE,TRUE
