Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Identify the 5 largest total amounts paid for trips.,"What are the top 5 highest total amounts paid for trips in the dataset, based on the total_amount column?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_5_highest_total_amounts = dataset['total_amount'].nlargest(5).tolist()
    return top_5_highest_total_amounts",list of (float64),"[80.0, 80.0, 80.0, 80.0, 79.55]","[80.0, 80.0, 80.0, 80.0, 80.0]"
Report the 6 highest fare amounts charged.,What are the top 6 highest fare amounts charged for taxi rides?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_6_fare_amounts = dataset['fare_amount'].nlargest(6).tolist()
    return top_6_fare_amounts",list of (float64),"[75.25, 74.4, 73.0, 73.0, 73.0, 73.0]","[75.25, 74.4, 73.0, 73.0, 73.0, 73.0]"
Are there any complaints made in Brooklyn?,Is there at least one complaint where the borough is Brooklyn?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    brooklyn_complaints = dataset[dataset[""borough""] == ""Brooklyn""]
    return len(brooklyn_complaints) > 0",bool,False,True
Do any complaints have 'Dog' as a descriptor?,Are there any complaints where the descriptor is 'Dog'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_dog_complaint = dataset[""descriptor""].eq(""Dog"").any()
    return has_dog_complaint",bool,True,True
Were there any complaints raised in April?,Is there at least one complaint in the dataset where the month_name is April?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    april_complaints = dataset[dataset[""month_name""] == ""April""]
    return not april_complaints.empty",bool,True,True
Is the Mayor's office of special enforcement one of the agencies handling complaints?,Does the list of agencies handling complaints include the Mayor's office of special enforcement?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
agencies = dataset[""agency_name""].unique()
includes_mayor_office = ""Mayor's Office of Special Enforcement"" in agencies

return includes_mayor_office",bool,False,True
How many complaints have been made in Queens?,What is the total number of complaints made in the borough of Queens?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_complaints_queens = len(dataset[dataset[""borough""] == ""Queens""])
    return total_complaints_queens",int64,0,23110
What's the total number of unique agencies handling complaints?,How many distinct agencies are there that handle complaints in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_agencies = dataset[""agency""].nunique()
    return distinct_agencies",int64,22,22
How many complaints were raised at midnight?,What is the total count of complaints that were created at 12 AM!,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_count = dataset[dataset[""hour""] == 0].shape[0]
    return total_count",int64,14811,14811
How many unique descriptors are present in the dataset?,What is the number of distinct values in the descriptor column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
num_distinct_descriptor = dataset[""descriptor""].nunique()
return num_distinct_descriptor",int64,1131,1131
Which borough has the most complaints?,What is the borough with the highest number of complaints in the NYC dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
borough_counts = dataset[""borough""].value_counts()
max_count_borough = borough_counts.idxmax()

return max_count_borough",string,BROOKLYN,BROOKLYN
Which month sees the highest number of complaints?,What is the month_name that has the maximum number of complaints?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_complaints_month = dataset['month_name'].value_counts().idxmax()
return max_complaints_month",string,July,July
Which weekday has the least complaints?,What is the weekday name with the minimum number of complaints?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    weekday_counts = dataset[""weekday_name""].value_counts()
    min_weekday = weekday_counts.idxmin()

    return min_weekday",string,Sunday,Sunday
Which agency is least frequently handling complaints?,What is the agency name that appears least often in the agency_name column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
agency_name_counts = dataset[""agency_name""].value_counts()
least_common_agency_name = agency_name_counts.idxmin()

return least_common_agency_name",string,School - PS 207,ACS
List the top 5 most frequent complaint types.,What are the top 5 complaint types with the highest frequency in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
complaint_type_counts = dataset[""complaint_type""].value_counts()
top_5_complaint_types = complaint_type_counts.nlargest(5).index.tolist()
return top_5_complaint_types",list of (string),"['Noise - Residential', 'HEAT/HOT WATER', 'Illegal Parking', 'Blocked Driveway', 'Street Condition']","['Noise - Residential', 'HEAT/HOT WATER', 'Illegal Parking', 'Blocked Driveway', 'Street Condition']"
Which 4 agencies handle the most complaints?,What are the names of the top 4 agencies that have handled the most complaints in the given dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
agency_counts = dataset[""agency_name""].value_counts()
top_4_agencies = agency_counts.nlargest(4).index.tolist()
return top_4_agencies",list of (string),"['New York City Police Department', 'Department of Housing Preservation and Development', 'Department of Transportation', 'Department of Sanitation']","['NYPD', 'HPD', 'DOT', 'DSNY']"
Name the 2 least frequent descriptors for complaints by inverse alphabetical order.,What are the two least frequent complaint descriptors in descending alphabetical order?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
complaint_descriptor_counts = dataset[""descriptor""].value_counts()
least_frequent_descriptors = complaint_descriptor_counts.nsmallest(2)
least_frequent_descriptors = least_frequent_descriptors.index.tolist()
least_frequent_descriptors.sort(reverse=True)

return least_frequent_descriptors",list of (string),"['Telco Connection Blk', 'Summer Camp']","['Booting Company', 'Ready NY - Businesses', 'Animal']"
Mention the 2 most common weekdays for complaints.,What are the top two most frequent weekday names for complaints in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
weekday_counts = dataset[""weekday_name""].value_counts()
top_two_weekdays = weekday_counts.nlargest(2).index.tolist()
return top_two_weekdays",list of (string),"['Tuesday', 'Monday']","['Tuesday', 'Monday']"
What are the top 4 hours with the most complaints?,What are the four most frequent hour values in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
hour_counts = dataset[""hour""].value_counts()
most_frequent_hours = hour_counts.nlargest(4).index.tolist()
return most_frequent_hours",list of (int64),"[0, 12, 10, 11]","[0, 12, 10, 11]"
State the 3 lowest unique complaint keys.,What are the three smallest unique complaint keys in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
unique_keys = dataset[""unique_key""].sort_values().head(3).astype(str).tolist()
return unique_keys",list of (string),"['15628852', '15634748', '15634996']","[15628852, 15634748, 15634996]"
Which 2 hours see the least complaints?,What are the two hours of the day with the lowest number of complaints?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    hour_counts = dataset['hour'].value_counts()
    lowest_hours = hour_counts.nsmallest(2).index.tolist()
    
    return lowest_hours",list of (int64),"[4, 5]","[6, 2]"
List the 6 highest complaint numbers from the dataset.,What are the top 6 complaint numbers with the highest frequency in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
complaint_counts = dataset['complaint_type'].value_counts()
top_6_complaints = complaint_counts.nlargest(6)
top_6_complaint_numbers = top_6_complaints.index.tolist()

return top_6_complaint_numbers",list of (int64),"['Noise - Residential', 'HEAT/HOT WATER', 'Illegal Parking', 'Blocked Driveway', 'Street Condition', 'Street Light Condition']","[54954250, 54954040, 54952675, 54950924, 54950765, 54950581]"
Are all properties in the dataset located in the same neighbourhood?,Is the neighbourhood the same for all properties in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    neighbourhoods = dataset[""neighbourhood_cleansed""].unique()
    is_same_neighbourhood = len(neighbourhoods) == 1

    return is_same_neighbourhood",bool,False,False
Do all hosts verify their identity?,Is the host_identity_verified attribute True for all hosts in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    host_identity_verified = dataset[""host_identity_verified""].unique()
    is_all_true = all(x == ""t"" for x in host_identity_verified)

    return is_all_true",bool,False,False
Are all reviews_per_month values greater than 5?,Is every value in the reviews_per_month column greater than 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    reviews_per_month_values = dataset[""reviews_per_month""]
    is_greater_than_5 = (reviews_per_month_values > 5).all()

    return is_greater_than_5",bool,False,False
Are there any listings without a specified room type?,Are there any listings where the room type is not specified or is null?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    null_or_not_specified = dataset[""room_type""].isnull().any() or (dataset[""room_type""] == ""not specified"").any()
    return null_or_not_specified",bool,False,False
