Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Report the 6 highest fare amounts charged.,"What are the top 6 values in the fare_amount column, ordered from highest to lowest?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_fares = dataset['fare_amount'].sort_values(ascending=False).head(6).tolist()
    return top_fares",list of float64,"[75.25, 74.4, 73.0, 73.0, 73.0, 73.0]","[75.25, 74.4, 73.0, 73.0, 73.0, 73.0]"
Are there any complaints made in Brooklyn?,Does the dataset contain any records where the borough is Brooklyn?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_brooklyn = (dataset['borough'] == 'Brooklyn').any()
    return has_brooklyn
",bool,False,True
Do any complaints have 'Dog' as a descriptor?,Are there any complaints where the descriptor field contains the word 'Dog'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_dog_complaints = dataset['descriptor'].str.contains('Dog', case=False, na=False).any()
    return has_dog_complaints",bool,True,True
Were there any complaints raised in April?,Are there any records in the dataset where the complaint was raised in the month of April?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_april_complaints = (dataset['month_name'] == 'April').any()
    return has_april_complaints",bool,True,True
Is the Mayor's office of special enforcement one of the agencies handling complaints?,Does the agency_name column contain 'Mayor's office of special enforcement' for any complaint records?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    contains_agency = (dataset[""agency_name""] == ""Mayor's office of special enforcement"").any()
    return contains_agency
",bool,False,True
How many complaints have been made in Queens?,What is the total count of complaints recorded in the borough of Queens?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    queens_complaints = dataset[dataset[""borough""] == ""Queens""]
    total_count = len(queens_complaints)
    
    return total_count
",int64,0,23110
What's the total number of unique agencies handling complaints?,How many distinct agencies are there in the agency column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_agencies = dataset[""agency""].nunique()
    return distinct_agencies
",int64,22,22
How many complaints were raised at midnight?,What is the count of complaints where the hour is 0?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    count = dataset[dataset['hour'] == 0].shape[0]
    return count
",int64,14811,14811
How many unique descriptors are present in the dataset?,What is the count of distinct values in the descriptor column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_count = dataset[""descriptor""].nunique()
    return distinct_count
",int64,1131,1131
Which borough has the most complaints?,What is the name of the borough with the highest number of complaints?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    borough_counts = dataset[""borough""].value_counts()
    top_borough = borough_counts.idxmax()
    
    return top_borough
",string,BROOKLYN,BROOKLYN
Which month sees the highest number of complaints?,What is the name of the month with the maximum count of complaints?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    month_counts = dataset['month_name'].value_counts()
    max_month = month_counts.idxmax()
    
    return max_month",string,July,July
Which weekday has the least complaints?,What is the name of the weekday with the minimum number of complaints?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    weekday_counts = dataset['weekday_name'].value_counts()
    min_weekday = weekday_counts.idxmin()
    
    return min_weekday",string,Sunday,Sunday
Which agency is least frequently handling complaints?,What is the name of the agency that has the lowest number of complaints associated with it?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    agency_complaints = dataset['agency_name'].value_counts()
    min_complaints_agency = agency_complaints.idxmin()
    
    return min_complaints_agency
",string,School - PS 207,ACS
List the top 5 most frequent complaint types.,What are the 5 most common complaint types in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_complaints = dataset['complaint_type'].value_counts().head(5).index.tolist()
    return top_complaints
",list of string,"['Noise - Residential', 'HEAT/HOT WATER', 'Illegal Parking', 'Blocked Driveway', 'Street Condition']","['Noise - Residential', 'HEAT/HOT WATER', 'Illegal Parking', 'Blocked Driveway', 'Street Condition']"
Which 4 agencies handle the most complaints?,What are the names of the top 4 agencies with the highest number of complaints?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    agency_counts = dataset['agency_name'].value_counts().head(4)
    top_agencies = agency_counts.index.tolist()
    return top_agencies
",list of string,"['New York City Police Department', 'Department of Housing Preservation and Development', 'Department of Transportation', 'Department of Sanitation']","['NYPD', 'HPD', 'DOT', 'DSNY']"
Name the 2 least frequent descriptors for complaints by inverse alphabetical order.,"What are the two descriptors with the lowest frequency in complaints, sorted in reverse alphabetical order?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    descriptor_counts = dataset['descriptor'].value_counts()
    lowest_freq_descriptors = descriptor_counts.nsmallest(2).index.tolist()
    sorted_descriptors = sorted(lowest_freq_descriptors, reverse=True)
    
    return sorted_descriptors
",list of string,"['Telco Connection Blk', 'Summer Camp']","['Booting Company', 'Ready NY - Businesses', 'Animal']"
Mention the 2 most common weekdays for complaints.,What are the two weekday names that appear most frequently in the complaints data?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    weekday_counts = dataset['weekday_name'].value_counts()
    top_two_weekdays = weekday_counts.head(2).index.tolist()
    return top_two_weekdays",list of (string),"['Tuesday', 'Monday']","['Tuesday', 'Monday']"
What are the top 4 hours with the most complaints?,Which four hours have the highest number of complaints recorded?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    hour_counts = dataset['hour'].value_counts().nlargest(4)
    top_hours = hour_counts.index.tolist()
    return top_hours
",list of (uint8),"[0, 12, 10, 11]","[0, 12, 10, 11]"
State the 3 lowest unique complaint keys.,What are the three smallest distinct values in the unique_key column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_keys = dataset[""unique_key""].drop_duplicates().nsmallest(3)
    answer = [str(key) for key in unique_keys]
    return answer
",list of (string),"['15628852', '15634748', '15634996']","[15628852, 15634748, 15634996]"
Which 2 hours see the least complaints?,What are the two distinct hours during which the fewest complaints were recorded?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    hour_counts = dataset['hour'].value_counts()
    min_complaint_hours = hour_counts.nsmallest(2).index.tolist()
    min_complaint_hours_sorted = sorted(min_complaint_hours)
    
    return min_complaint_hours_sorted
",list of (uint8),"[4, 5]","[6, 2]"
List the 6 highest complaint numbers from the dataset.,Retrieve the top 6 complaint numbers (unique_key) from the dataset in descending order.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_complaints = dataset.nlargest(6, 'unique_key')['unique_key'].tolist()
    return top_complaints
",list of (uint32),"[54954250, 54954040, 54952675, 54950924, 54950765, 54950581]","[54954250, 54954040, 54952675, 54950924, 54950765, 54950581]"
Are all properties in the dataset located in the same neighbourhood?,Do all property listings in the dataset have the same value in the neighbourhood_cleansed column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_neighbourhoods = dataset[""neighbourhood_cleansed""].nunique()
    all_same = unique_neighbourhoods == 1
    
    return all_same",bool,False,False
Do all hosts verify their identity?,Is the host_identity_verified attribute set to True for every host in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    all_verified = (dataset[""host_identity_verified""] == ""t"").all()
    return all_verified",bool,False,False
Are all reviews_per_month values greater than 5?,Is every value in the reviews_per_month column above 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    all_above_5 = (dataset[""reviews_per_month""] > 5).all()
    return all_above_5
",bool,False,False
Are there any listings without a specified room type?,Do any listings have a missing or null value in the room_type column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_null_room_type = dataset[""room_type""].isnull().any()
    return has_null_room_type",bool,False,False
How many unique neighbourhoods are there in the dataset?,What is the count of distinct values in the neighbourhood_cleansed column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_count = dataset[""neighbourhood_cleansed""].nunique()
    return distinct_count
",int64,33,563
